DM_n,6,Dark1,Response,Control,Bifenthrin,299,320,5.227304876176912,1.71998758828654e-7,1.031992552971924e-6,****
DM_n,6,Dark1,Response,Control,Cyfluthrin,299,338,6.526995030473177,6.71022723652963e-11,4.026136341917778e-10,****
DM_n,6,Dark1,Response,Control,Cyhalothrin,299,199,2.0827649369862797,0.03727265507631751,0.22363593045790506,ns
DM_n,6,Dark1,Response,Bifenthrin,Cyfluthrin,320,338,1.2531427468314098,0.21015376159804963,1,ns
DM_n,6,Dark1,Response,Bifenthrin,Cyhalothrin,320,199,-2.5466364196677973,0.010876668939858915,0.06526001363915349,ns
DM_n,6,Dark1,Response,Cyfluthrin,Cyhalothrin,338,199,-3.666942500762766,2.454679638304918e-4,0.0014728077829829506,**
DM_n,6,Dark2,Response,Control,Bifenthrin,292,318,5.681732612971842,1.3333700702981894e-8,8.000220421789137e-8,****
DM_n,6,Dark2,Response,Control,Cyfluthrin,292,319,2.460304019706757,0.013881936598272618,0.08329161958963571,ns
DM_n,6,Dark2,Response,Control,Cyhalothrin,292,199,-0.46089640846156943,0.6448729286386785,1,ns
DM_n,6,Dark2,Response,Bifenthrin,Cyfluthrin,318,319,-3.296829665739819,9.778278395382598e-4,0.005866967037229559,**
DM_n,6,Dark2,Response,Bifenthrin,Cyhalothrin,318,199,-5.563626697509202,2.6422486470199172e-8,1.5853491882119503e-7,****
DM_n,6,Dark2,Response,Cyfluthrin,Cyhalothrin,319,199,-2.674879557735523,0.007475610144881797,0.04485366086929078,*
DM_n,6,Light1,Response,Control,Bifenthrin,291,310,-2.3256382954332326,0.020037854812112066,0.1202271288726724,ns
DM_n,6,Light1,Response,Control,Cyfluthrin,291,315,3.3164402512049165,9.117208013987257e-4,0.005470324808392354,**
DM_n,6,Light1,Response,Control,Cyhalothrin,291,184,-1.2424536939603397,0.21406921534052978,1,ns
DM_n,6,Light1,Response,Bifenthrin,Cyfluthrin,310,315,5.7432952094801655,9.285164249518007e-9,5.5710985497108046e-8,****
DM_n,6,Light1,Response,Bifenthrin,Cyhalothrin,310,184,0.7822858502516075,0.4340466006419919,1,ns
DM_n,6,Light1,Response,Cyfluthrin,Cyhalothrin,315,184,-4.167371988652772,3.0813144614737684e-5,1.848788676884261e-4,***
V_n,6,Dark1,Response,Control,Bifenthrin,299,320,5.2305828632157665,1.6897641229043884e-7,1.013858473742633e-6,****
V_n,6,Dark1,Response,Control,Cyfluthrin,299,338,6.526965936844185,6.711530239386894e-11,4.026918143632136e-10,****
V_n,6,Dark1,Response,Control,Cyhalothrin,299,199,2.08421653251101,0.03714047559418604,0.22284285356511624,ns
V_n,6,Dark1,Response,Bifenthrin,Cyfluthrin,320,338,1.249732777615914,0.21139717948567371,1,ns
V_n,6,Dark1,Response,Bifenthrin,Cyhalothrin,320,199,-2.5480859259295268,0.010831578830227255,0.06498947298136352,ns
V_n,6,Dark1,Response,Cyfluthrin,Cyhalothrin,338,199,-3.6654303862987803,2.4692297353564674e-4,0.0014815378412138805,**
V_n,6,Dark2,Response,Control,Bifenthrin,292,318,5.684596288221578,1.3112203060798105e-8,7.867321836478862e-8,****
V_n,6,Dark2,Response,Control,Cyfluthrin,292,319,2.4578144505575277,0.01397853756337052,0.08387122538022312,ns
V_n,6,Dark2,Response,Control,Cyhalothrin,292,199,-0.4610909425472668,0.6447333597287619,1,ns
V_n,6,Dark2,Response,Bifenthrin,Cyfluthrin,318,319,-3.302303158730741,9.589436696508723e-4,0.005753662017905233,**
V_n,6,Dark2,Response,Bifenthrin,Cyhalothrin,318,199,-5.566392439617451,2.6006718525403094e-8,1.5604031115241858e-7,****
V_n,6,Dark2,Response,Cyfluthrin,Cyhalothrin,319,199,-2.672845409732094,0.00752109010333173,0.04512654061999038,*
V_n,6,Light1,Response,Control,Bifenthrin,291,310,-2.321810037054629,0.020243166567293826,0.12145899940376295,ns
V_n,6,Light1,Response,Control,Cyfluthrin,291,315,3.320447847780255,8.98731489268752e-4,0.005392388935612512,**
