DM_n,6,Dark1,6,Response,Control,Bifenthrin,156,176,-4.556716477633243,5.1959484798269336e-6,3.11756908789616e-5,****
DM_n,6,Dark1,6,Response,Control,Cyfluthrin,156,237,1.4700136739920882,0.1415580506095865,0.8493483036575191,ns
DM_n,6,Dark1,6,Response,Control,Cyhalothrin,156,116,-5.8594224880091765,4.644796222701994e-9,2.7868777336211965e-8,****
DM_n,6,Dark1,6,Response,Bifenthrin,Cyfluthrin,176,237,6.558806265191369,5.4240214327823715e-11,3.254412859669423e-10,****
DM_n,6,Dark1,6,Response,Bifenthrin,Cyhalothrin,176,116,-1.8169528562159916,0.06922433229306638,0.41534599375839826,ns
DM_n,6,Dark1,6,Response,Cyfluthrin,Cyhalothrin,237,116,-7.677138032879167,1.6268211136240216e-14,9.760926681744129e-14,****
DM_n,6,Dark2,6,Response,Control,Bifenthrin,159,179,-3.122207288166125,0.001795005042797766,0.010770030256786597,*
DM_n,6,Dark2,6,Response,Control,Cyfluthrin,159,242,-1.884461254695566,0.0595026109496368,0.3570156656978208,ns
DM_n,6,Dark2,6,Response,Control,Cyhalothrin,159,116,-3.882000179859458,1.0360080077716465e-4,6.216048046629879e-4,***
DM_n,6,Dark2,6,Response,Bifenthrin,Cyfluthrin,179,242,1.4999432528945216,0.13362910266066658,0.8017746159639995,ns
DM_n,6,Dark2,6,Response,Bifenthrin,Cyhalothrin,179,116,-1.1222844577125504,0.26174151234624665,1,ns
DM_n,6,Dark2,6,Response,Cyfluthrin,Cyhalothrin,242,116,-2.493964168014572,0.0126325296114886,0.0757951776689316,ns
DM_n,6,Light1,6,Response,Control,Bifenthrin,154,178,-4.262051950465064,2.025583370372569e-5,1.2153500222235414e-4,***
DM_n,6,Light1,6,Response,Control,Cyfluthrin,154,240,-5.334230558297658,9.595054592890897e-8,5.757032755734538e-7,****
DM_n,6,Light1,6,Response,Control,Cyhalothrin,154,114,-3.619688790219079,2.9495754634874586e-4,0.0017697452780924751,**
DM_n,6,Light1,6,Response,Bifenthrin,Cyfluthrin,178,240,-0.8259531602698654,0.408830662844036,1,ns
DM_n,6,Light1,6,Response,Bifenthrin,Cyhalothrin,178,114,0.1819252408944286,0.8556413956630393,1,ns
DM_n,6,Light1,6,Response,Cyfluthrin,Cyhalothrin,240,114,0.910121739556509,0.3627583108092888,1,ns
V_n,6,Dark1,6,Response,Control,Bifenthrin,156,176,-5.439020595633752,5.357426239938844e-8,3.2144557439633063e-7,****
V_n,6,Dark1,6,Response,Control,Cyfluthrin,156,237,-0.16156767460638574,0.8716463147281062,1,ns
V_n,6,Dark1,6,Response,Control,Cyhalothrin,156,116,-4.874570191647382,1.0904560890650592e-6,6.542736534390355e-6,****
V_n,6,Dark1,6,Response,Bifenthrin,Cyfluthrin,176,237,5.843315810298391,5.117187317089211e-9,3.070312390253527e-8,****
V_n,6,Dark1,6,Response,Bifenthrin,Cyhalothrin,176,116,0.003932422118446816,0.9968623891917732,1,ns
V_n,6,Dark1,6,Response,Cyfluthrin,Cyhalothrin,237,116,-5.127058539992396,2.943040281784864e-7,1.7658241690709183e-6,****
V_n,6,Dark2,6,Response,Control,Bifenthrin,159,179,-3.9156441446482084,9.016315554124058e-5,5.409789332474435e-4,***
V_n,6,Dark2,6,Response,Control,Cyfluthrin,159,242,-2.1672939684418333,0.030212446120882117,0.1812746767252927,ns
V_n,6,Dark2,6,Response,Control,Cyhalothrin,159,116,-2.637217029053092,0.008358933305485055,0.05015359983291033,ns
V_n,6,Dark2,6,Response,Bifenthrin,Cyfluthrin,179,242,2.0841430789887867,0.03714715453071255,0.22288292718427533,ns
V_n,6,Dark2,6,Response,Bifenthrin,Cyhalothrin,179,116,0.8783327293403651,0.37976317915645347,1,ns
V_n,6,Dark2,6,Response,Cyfluthrin,Cyhalothrin,242,116,-0.8923416469756162,0.3722098379290642,1,ns
V_n,6,Light1,6,Response,Control,Bifenthrin,154,178,-3.261516416624719,0.0011081801553192538,0.006649080931915523,**
V_n,6,Light1,6,Response,Control,Cyfluthrin,154,240,-5.512830841338706,3.531075790941538e-8,2.1186454745649228e-7,****
V_n,6,Light1,6,Response,Control,Cyhalothrin,154,114,-1.7765896078988725,0.07563578670741883,0.45381472024451297,ns
V_n,6,Light1,6,Response,Bifenthrin,Cyfluthrin,178,240,-2.125535622964238,0.033541944888805034,0.2012516693328302,ns
V_n,6,Light1,6,Response,Bifenthrin,Cyhalothrin,178,114,1.1623522051376345,0.2450924290128955,1,ns
V_n,6,Light1,6,Response,Cyfluthrin,Cyhalothrin,240,114,3.0742157941147266,0.002110567083168186,0.012663402499009116,*
Thig_n,6,Dark1,6,Response,Control,Bifenthrin,156,176,-0.253083875103972,0.8002033991491305,1,ns
Thig_n,6,Dark1,6,Response,Control,Cyfluthrin,156,237,-3.650243677839306,2.6199164144123497e-4,0.0015719498486474097,**
Thig_n,6,Dark1,6,Response,Control,Cyhalothrin,156,116,4.820566542956762,1.4315109572031213e-6,8.589065743218727e-6,****
Thig_n,6,Dark1,6,Response,Bifenthrin,Cyfluthrin,176,237,-3.502450234777059,4.6099989252434845e-4,0.002765999355146091,**
Thig_n,6,Dark1,6,Response,Bifenthrin,Cyhalothrin,176,116,5.1745063981036585,2.2851428027047648e-7,1.3710856816228588e-6,****
Thig_n,6,Dark1,6,Response,Cyfluthrin,Cyhalothrin,237,116,8.536852077199672,1.3792794668265205e-17,8.275676800959123e-17,****
Thig_n,6,Dark2,6,Response,Control,Bifenthrin,159,179,-0.28650395958581,0.7744921612144091,1,ns
Thig_n,6,Dark2,6,Response,Control,Cyfluthrin,159,242,-3.6719395873368943,2.4071659303528188e-4,0.0014442995582116913,**
Thig_n,6,Dark2,6,Response,Control,Cyhalothrin,159,116,1.9335592620511668,0.05316734012119494,0.31900404072716965,ns
Thig_n,6,Dark2,6,Response,Bifenthrin,Cyfluthrin,179,242,-3.4856655842222932,4.909142923892818e-4,0.0029454857543356906,**
Thig_n,6,Dark2,6,Response,Bifenthrin,Cyhalothrin,179,116,2.2427446632830397,0.02491328472000553,0.14947970832003318,ns
